Average Amount/transaction/day,Transaction_amount,Is decli0ed,Total Number of declines/day,isForeig0Tra0sactio0,isHighRiskCou0tr1,Daily_chargeback_avg_amt,6_month_avg_chbk_amt,6-month_chbk_freq,isFradule0t
575.8866276,9214.186042,0,3,0,0,0,0,0,0
536.6174844,2683.087422,0,0,1,0,0,0,0,0
635.925998,6995.185978,0,0,0,0,0,0,0,0
945.80618,27428.37922,0,0,0,0,0,0,0,0
893.6900118,2681.070035,0,2,0,0,0,0,0,0
772.8766219,10047.39608,0,0,0,0,0,0,0,0
463.3194612,11119.66707,0,0,0,0,0,0,0,0
334.0842075,0,0,2,0,0,923,267,5,0
372.5387616,5215.542662,0,0,0,0,0,0,0,0
587.8233202,11756.4664,0,3,1,0,0,0,0,0
976.8788131,12699.42457,0,6,0,0,0,0,0,0
761.9929718,16763.84538,0,0,0,0,0,0,0,0
417.6075211,10022.58051,0,0,1,0,0,0,0,0
908.6468831,7269.175065,0,0,0,0,0,0,0,0
152.2503117,913.5018702,0,0,0,0,0,0,0,0
577.8632006,4622.905605,0,1,1,0,0,0,0,0
325.8021309,6841.844749,0,0,0,0,0,0,0,0
880.9632491,21143.11798,0,4,0,0,0,0,0,0
222.8070521,0,0,0,0,0,0,0,0,0
917.531656,4587.65828,0,0,0,0,0,0,0,0
319.01937,7018.42614,0,0,0,0,0,0,0,0
419.0199194,3771.179275,0,0,0,0,0,0,0,0
896.5871669,19724.91767,0,0,0,0,0,0,0,0
817.2087569,9806.505083,0,0,0,0,0,0,0,0
649.5528983,12341.50507,0,0,0,0,0,0,0,0
938.7780716,26285.786,0,3,1,0,0,0,0,0
900.036479,27001.09437,0,1,0,0,0,0,0,0
315.976275,947.928825,0,0,1,0,0,0,0,0
782.086019,14859.63436,0,0,0,0,0,0,0,0
394.0524621,6698.891856,0,0,0,0,0,0,0,0
556.1020834,11678.14375,0,0,0,0,0,0,0,0
710.0134924,14910.28334,0,0,1,0,0,0,0,0
870.6814562,9577.496018,0,0,0,0,0,0,0,0
751.7596085,12028.15374,0,0,0,0,0,0,0,0
674.5685349,20237.05605,0,0,0,0,0,0,0,0
245.3440109,1717.408076,0,0,0,0,0,0,0,0
116.2161332,929.7290656,0,0,0,0,0,0,0,0
962.8074737,26958.60926,0,0,0,0,0,0,0,0
755.0230242,16610.50653,0,0,0,0,0,0,0,0
67.69839344,676.9839344,0,6,0,0,0,0,0,0
609.1754966,1218.350993,0,0,0,0,0,0,0,0
879.8399926,0,0,0,1,0,0,0,0,0
744.439535,20844.30698,0,0,0,0,0,0,0,0
174.5748193,0,0,0,0,0,0,0,0,0
561.8878553,15732.85995,0,0,0,0,0,0,0,0
255.2412689,2041.930151,0,0,0,0,0,0,0,0
480.7311598,6730.236237,0,0,0,0,0,0,0,0
933.6599343,3734.639737,0,0,0,0,0,0,0,0
114.8077308,1607.308231,0,0,0,0,0,0,0,0
982.5476097,4912.738049,0,0,0,0,0,0,0,0
435.9134916,4359.134916,0,0,0,0,0,0,0,0
226.8339896,453.6679792,0,0,0,0,0,0,0,0
271.2274609,1356.137305,0,0,0,0,0,0,0,0
327.5072453,7860.173887,0,0,0,0,0,0,0,0
736.8517692,13263.33185,0,0,0,0,0,0,0,0
567.4378159,6241.815975,0,6,0,0,0,0,0,0
993.317349,13906.44289,0,0,0,0,0,0,0,0
400.4562388,800.9124776,0,0,0,0,0,0,0,0
678.9127188,6110.214469,0,0,0,0,0,0,0,0
533.8960656,4271.168525,0,0,0,0,0,0,0,0
732.522185,12452.87715,0,0,0,0,0,0,0,0
259.4495207,2853.944728,0,0,0,0,0,0,0,0
887.7929168,15092.47959,0,0,0,0,0,0,0,0
673.7871805,16170.89233,0,0,0,0,0,0,0,0
592.772034,7706.036442,0,0,0,0,0,0,0,0
659.8070713,19134.40507,0,0,0,0,0,0,0,0
502.8393651,4525.554286,0,2,0,0,0,0,0,0
540.9795433,3245.87726,0,0,0,0,0,0,0,0
90.01274555,2070.293148,0,0,0,0,0,0,0,0
153.7511235,615.004494,0,0,0,0,0,0,0,0
184.4780964,5349.864796,0,0,0,0,0,0,0,0
741.5584216,1483.116843,0,0,0,0,0,0,0,0
535.0000484,10165.00092,0,0,0,0,0,0,0,0
276.7648962,4428.238339,0,2,0,0,0,0,0,0
535.6385501,8034.578252,0,0,0,0,0,0,0,0
143.831833,3595.795825,0,0,0,0,0,0,0,0
645.2165927,10968.68208,0,0,0,0,0,0,0,0
221.53988,3987.71784,0,0,0,0,0,0,0,0
295.7822414,4732.515862,0,0,0,0,0,0,0,0
807.8373395,16964.58413,0,0,1,0,0,0,0,0
731.9780894,13907.5837,0,0,1,0,0,0,0,0
299.1148076,7776.984998,0,0,0,0,0,0,0,0
368.4336312,8105.539886,0,0,0,0,0,0,0,0
746.3343732,21643.69682,0,0,0,0,0,0,0,0
581.3095268,11044.88101,0,0,0,0,0,0,0,0
413.8841481,9933.219554,0,3,0,0,0,0,0,0
653.4400849,6534.400849,0,0,1,0,0,0,0,0
551.3288488,13783.22122,0,0,1,0,0,0,0,0
588.821206,1766.463618,0,0,1,0,0,0,0,0
698.0108159,6282.097343,0,0,1,0,0,0,0,0
619.7705306,10536.09902,0,0,0,0,0,0,0,0
168.1831738,4204.579345,0,5,0,0,0,0,0,0
931.7107901,7453.686321,0,0,0,0,946,242,4,0
596.3886428,10734.99557,0,0,0,0,0,0,0,0
975.2536165,21455.57956,0,0,0,0,0,0,0,0
350.1571551,9104.086033,0,3,0,0,0,0,0,0
425.6565945,1702.626378,0,0,0,0,0,0,0,0
24.61433519,443.0580334,0,0,0,0,0,0,0,0
884.5431496,0,0,0,0,0,0,0,0,0
885.7841967,15058.33134,0,3,1,0,0,0,0,0
966.6480189,27066.14453,0,0,0,0,0,0,0,0
154.5972464,1545.972464,0,0,0,0,0,0,0,0
628.7312042,18861.93613,0,0,0,0,0,0,0,0
596.4622689,13718.63218,0,0,0,0,0,0,0,0
541.1007341,15150.82055,0,1,0,0,0,0,0,0
602.1745806,5419.571225,0,0,0,0,0,0,0,0
143.7397219,431.2191657,0,0,0,0,0,0,0,0
835.164541,22549.44261,0,0,0,0,0,0,0,0
218.2719168,1527.903418,0,0,0,0,0,0,0,0
210.4549194,4419.553307,0,0,0,0,0,0,0,0
366.0303963,1464.121585,0,0,0,0,0,0,0,0
480.9564776,6252.434209,0,0,0,0,0,0,0,0
524.1820479,4193.456383,0,0,0,0,0,0,0,0
209.7750891,4405.276871,0,0,1,0,0,0,0,0
230.9225454,5080.295999,0,0,0,0,0,0,0,0
292.3802799,2631.422519,0,0,0,0,0,0,0,0
514.3955851,2057.58234,0,0,1,0,0,0,0,0
400.2530028,5603.542039,0,0,0,0,0,0,0,0
514.5016284,2572.508142,0,0,0,0,0,0,0,0
978.9778628,13705.69008,0,0,0,0,0,0,0,0
356.0531442,1068.159433,0,0,0,0,0,0,0,0
869.2319171,3476.927668,0,0,1,0,0,0,0,0
516.8412666,14471.55546,0,0,0,0,0,0,0,0
599.6688385,7795.694901,0,3,0,0,0,0,0,0
356.4103817,8910.259543,0,0,0,0,0,0,0,0
748.4508721,7484.508721,0,0,0,0,0,0,0,0
285.9133049,5432.352793,0,0,0,0,0,0,0,0
650.6815211,16917.71955,0,5,0,0,0,0,0,0
302.6994428,4540.491642,0,0,0,0,0,0,0,0
348.9421299,6629.900468,0,0,0,0,0,0,0,0
233.6998825,3271.798355,0,1,0,0,0,0,0,0
799.2352664,5594.646865,0,0,1,0,0,0,0,0
573.2610841,1146.522168,0,0,0,0,0,0,0,0
692.9511304,11087.21809,0,0,0,0,0,0,0,0
861.7200846,1723.440169,0,0,0,0,0,0,0,0
185.0323486,1295.22644,0,3,0,0,435,346,9,0
778.9939438,10905.91521,0,0,0,0,0,0,0,0
268.6039835,5372.07967,0,0,0,0,0,0,0,0
206.9367032,5794.22769,0,0,0,0,992,975,5,0
395.5145875,0,0,0,1,0,0,0,0,0
552.6568182,0,0,0,0,0,0,0,0,0
590.1536992,1180.307398,0,0,0,0,0,0,0,0
954.0631233,23851.57808,0,0,0,0,0,0,0,0
452.5488594,5430.586313,0,0,0,0,0,0,0,0
269.7692987,2427.923688,0,0,0,0,0,0,0,0
488.9997194,488.9997194,0,0,0,0,0,0,0,0
819.390729,20484.76823,0,0,0,0,0,0,0,0
984.5235964,26582.1371,0,2,0,0,914,719,5,0
207.3242988,5183.10747,0,3,0,0,0,0,0,0
865.6765051,12119.47107,0,0,0,0,0,0,0,0
428.7149143,3858.434229,0,0,0,0,0,0,0,0
744.476896,2233.430688,0,0,1,0,0,0,0,0
484.5259883,8236.941801,0,6,0,0,0,0,0,0
870.9886458,10451.86375,0,0,0,0,0,0,0,0
918.6812021,4593.406011,0,0,0,0,0,0,0,0
409.7558817,7785.361752,0,0,0,0,0,0,0,0
504.6446743,15139.34023,0,0,0,0,0,0,0,0
221.6204952,6426.994361,0,0,0,0,0,0,0,0
975.2356757,6826.64973,0,0,0,0,0,0,0,0
106.363069,2871.802863,0,0,0,0,0,0,0,0
576.8975236,11537.95047,0,0,1,0,0,0,0,0
299.0017596,6578.038711,0,0,0,0,0,0,0,0
313.4224327,1567.112164,0,0,0,0,0,0,0,0
891.109389,25842.17228,0,0,0,0,0,0,0,0
734.5007466,15424.51568,0,6,0,0,0,0,0,0
993.734603,6956.142221,0,0,0,0,0,0,0,0
486.7195137,8760.951247,0,0,0,0,0,0,0,0
744.8665475,11172.99821,0,0,0,0,0,0,0,0
971.4335585,14571.50338,0,0,1,0,0,0,0,0
983.3165585,25566.23052,0,0,0,0,937,473,2,0
206.10803,1030.54015,0,0,0,0,0,0,0,0
423.1782568,10579.45642,0,0,0,0,0,0,0,0
463.3685021,13437.68656,0,0,1,0,0,0,0,0
946.6120554,21772.07727,0,0,0,0,0,0,0,0
765.5377846,21435.05797,0,0,0,0,0,0,0,0
838.8031795,838.8031795,0,0,0,0,0,0,0,0
825.3938393,20634.84598,0,0,0,0,0,0,0,0
628.8589918,6288.589918,0,0,0,0,0,0,0,0
624.7182738,1249.436548,0,0,0,0,0,0,0,0
371.7361801,6319.515062,0,0,0,0,0,0,0,0
775.6426744,23269.28023,0,0,0,0,0,0,0,0
954.2404197,10496.64462,0,2,0,0,0,0,0,0
355.2746399,8526.591358,0,0,0,0,0,0,0,0
402.476241,1609.904964,0,0,0,0,0,0,0,0
261.4292863,2091.43429,0,0,0,0,0,0,0,0
660.0832143,0,0,1,1,0,0,0,0,0
600.5783542,4204.048479,0,0,0,0,0,0,0,0
392.5302345,2747.711642,0,0,1,0,0,0,0,0
491.4858425,2948.915055,0,0,0,0,0,0,0,0
313.6576982,5018.523171,0,0,1,0,0,0,0,0
515.0148265,13905.40032,0,0,0,0,0,0,0,0
712.7100812,10690.65122,0,0,0,0,0,0,0,0
52.8857532,158.6572596,0,0,0,0,0,0,0,0
541.4975899,15703.43011,0,0,0,0,0,0,0,0
786.4843854,5505.390698,0,0,0,0,0,0,0,0
314.1968567,2199.377997,0,0,1,0,0,0,0,0
846.0664459,21997.72759,0,0,0,0,0,0,0,0
227.9131563,1823.30525,0,0,0,0,0,0,0,0
853.5837651,1707.16753,0,0,0,0,0,0,0,0
755.5034884,6799.531396,0,6,0,0,0,0,0,0
743.6344504,17103.59236,0,0,0,0,0,0,0,0
435.8767684,1743.507074,0,0,0,0,0,0,0,0
705.911185,9882.75659,0,0,0,0,0,0,0,0
988.0672745,13832.94184,0,0,0,0,0,0,0,0
931.2138503,3724.855401,0,0,0,0,0,0,0,0
245.5154513,3928.247221,0,0,0,0,0,0,0,0
247.6550148,7429.650444,0,0,0,0,0,0,0,0
881.0773248,10572.9279,0,0,0,0,0,0,0,0
550.4146843,14310.78179,0,0,0,0,0,0,0,0
602.3405269,16865.53475,0,0,0,0,0,0,0,0
914.1891189,10970.26943,0,0,1,0,0,0,0,0
662.3495406,2649.398162,0,1,1,0,0,0,0,0
833.3532805,23333.89185,0,2,1,0,0,0,0,0
535.8868722,7502.416211,0,1,0,0,0,0,0,0
814.1956054,17098.10771,0,0,0,0,0,0,0,0
828.3151135,23192.82318,0,0,1,0,0,0,0,0
605.5981422,3027.990711,0,0,0,0,0,0,0,0
35.04904342,981.3732158,0,0,0,0,0,0,0,0
419.5619303,10489.04826,0,0,0,0,0,0,0,0
211.1791851,633.5375553,0,0,0,0,0,0,0,0
703.0219452,16169.50474,0,0,0,0,0,0,0,0
699.9841384,12599.71449,0,1,0,0,0,0,0,0
309.0951308,4945.522093,0,2,1,0,0,0,0,0
746.9894161,0,0,0,1,0,0,0,0,0
407.7602189,11417.28613,0,0,0,0,0,0,0,0
253.9655417,2031.724334,0,0,0,0,0,0,0,0
503.9091447,0,0,0,0,0,0,0,0,0
819.4789443,9014.268387,0,0,0,0,0,0,0,0
124.7533989,748.5203934,0,0,0,0,0,0,0,0
901.5045824,10818.05499,0,0,0,0,0,0,0,0
389.5537416,3116.429933,0,6,0,0,0,0,0,0
79.71701187,1275.47219,0,0,0,0,0,0,0,0
474.1123426,0,0,0,0,0,0,0,0,0
602.1152676,15052.88169,0,0,0,0,0,0,0,0
495.7634253,0,0,0,0,0,942,843,1,0
629.8197898,629.8197898,0,0,1,0,0,0,0,0
545.6993816,4365.595053,0,0,0,0,0,0,0,0
874.0810164,16607.53931,0,6,1,0,0,0,0,0
578.2834626,578.2834626,0,0,1,0,0,0,0,0
896.7453909,4483.726955,0,0,0,0,0,0,0,0
683.8202526,5470.562021,0,0,0,0,0,0,0,0
538.9531178,11318.01547,0,6,0,0,0,0,0,0
627.6328189,15690.82047,0,0,0,0,0,0,0,0
487.4106254,9260.801883,0,0,1,0,0,0,0,0
440.2191503,4842.410653,0,0,0,0,0,0,0,0
459.384422,2296.92211,0,0,1,0,0,0,0,0
602.8981449,3617.388869,0,0,0,0,0,0,0,0
438.9596391,8779.192782,0,1,0,0,0,0,0,0
716.4446716,21493.34015,0,0,0,0,0,0,0,0
465.0166178,4650.166178,0,0,0,0,0,0,0,0
682.725703,3413.628515,0,0,0,0,0,0,0,0
223.6510032,0,0,0,0,0,0,0,0,0
477.0149741,7632.239586,0,0,0,0,0,0,0,0
684.0287684,13680.57537,0,0,1,0,0,0,0,0
622.1654905,0,0,0,0,0,0,0,0,0
935.1886516,19638.96168,0,0,0,0,0,0,0,0
406.2528695,10156.32174,0,0,0,0,0,0,0,0
629.7928216,14485.2349,0,0,0,0,0,0,0,0
744.1241425,22323.72428,0,0,0,0,0,0,0,0
669.5612739,6026.051465,0,0,0,0,0,0,0,0
939.583394,939.583394,0,0,0,0,0,0,0,0
718.5289043,12933.52028,0,0,0,0,0,0,0,0
866.8008388,14735.61426,0,0,0,0,0,0,0,0
104.4619722,417.8478888,0,0,0,0,0,0,0,0
660.3795958,5283.036766,0,0,0,0,0,0,0,0
458.5856024,12381.81126,0,0,0,0,0,0,0,0
391.4067023,391.4067023,0,0,0,0,0,0,0,0
386.5830825,11597.49248,0,0,0,0,0,0,0,0
548.0122911,9864.22124,0,0,0,0,0,0,0,0
627.5321121,11923.11013,0,0,1,0,0,0,0,0
981.7298375,17671.13708,0,0,0,0,0,0,0,0
992.9764068,13901.6697,0,4,0,0,0,0,0,0
260.0057337,5200.114674,0,0,0,0,0,0,0,0
644.1259832,4508.881882,0,0,0,0,0,0,0,0
422.614362,5071.372344,0,0,0,0,0,0,0,0
903.8847223,13558.27083,0,0,0,0,0,0,0,0
770.8186889,18499.64853,0,0,0,0,0,0,0,0
931.1171444,7448.937155,0,0,0,0,0,0,0,0
172.0351479,1720.351479,0,0,1,0,0,0,0,0
200.2843398,5607.961514,0,0,0,0,0,0,0,0
84.18846851,589.3192796,0,4,0,0,0,0,0,0
412.6405528,6602.248845,0,2,0,0,0,0,0,0
578.2513055,5204.26175,0,0,0,0,0,0,0,0
795.9126882,20693.72989,0,3,0,0,0,0,0,0
593.6272255,16027.93509,0,0,0,0,0,0,0,0
234.4246068,6798.313597,0,0,0,0,0,0,0,0
254.9159716,6882.731233,0,0,0,0,0,0,0,0
997.6217307,8978.595576,0,4,0,0,0,0,0,0
247.3165847,7419.497541,0,0,0,0,0,0,0,0
32.72000474,523.5200758,0,0,0,0,0,0,0,0
519.2845487,9347.121877,0,3,0,0,0,0,0,0
900.7063168,6304.944218,0,0,0,0,0,0,0,0
898.1056593,4490.528297,0,0,0,0,0,0,0,0
866.068007,6062.476049,0,5,0,0,0,0,0,0
292.0606699,2920.606699,0,1,0,0,0,0,0,0
296.3706656,8298.378637,0,0,0,0,0,0,0,0
620.0755269,5580.679742,0,0,0,0,0,0,0,0
992.8358237,10921.19406,0,0,0,0,260,102,2,0
123.1615742,1354.777316,0,0,0,0,0,0,0,0
399.1900348,0,0,0,0,0,0,0,0,0
765.5517243,21435.44828,0,0,0,0,0,0,0,0
306.2600404,7350.24097,0,0,1,0,0,0,0,0
791.9249215,2375.774765,0,0,1,0,0,0,0,0
527.4927817,2637.463909,0,0,0,0,0,0,0,0
656.3685964,18378.3207,0,0,0,0,0,0,0,0
175.9426771,1231.59874,0,0,0,0,0,0,0,0
764.0368711,6112.294969,0,0,1,0,0,0,0,0
862.508324,21562.7081,0,0,0,0,0,0,0,0
527.5805358,14772.255,0,0,0,0,0,0,0,0
525.1491252,11553.28075,0,0,0,0,0,0,0,0
523.3362839,10466.72568,0,0,0,0,0,0,0,0
296.3328,0,0,0,1,0,0,0,0,0
231.9708069,2783.649683,0,0,0,0,0,0,0,0
615.4655337,6770.120871,0,0,0,0,0,0,0,0
718.5071139,10059.09959,0,0,0,0,0,0,0,0
938.1873711,7505.498969,0,0,0,0,0,0,0,0
681.8152601,12954.48994,0,0,0,0,0,0,0,0
62.46266579,874.4773211,0,0,0,0,0,0,0,0
65.74840168,1183.47123,0,0,0,0,714,706,2,0
365.1333623,10588.86751,0,0,0,0,0,0,0,0
166.9837815,166.9837815,0,0,0,0,0,0,0,0
203.7188665,2444.626398,0,4,0,0,998,909,2,0
146.4119144,3074.650202,0,0,0,0,0,0,0,0
376.1595798,7523.191596,0,0,0,0,0,0,0,0
206.8344243,3723.019637,0,6,0,0,0,0,0,0
527.9947945,13727.86466,0,0,0,0,0,0,0,0
912.1798465,17331.41708,0,0,0,0,0,0,0,0
888.4147352,21321.95364,0,4,0,0,0,0,0,0
310.8060209,7459.344502,0,0,0,0,0,0,0,0
117.4985881,1292.484469,0,0,0,0,0,0,0,0
631.0426792,4417.298754,0,0,0,0,0,0,0,0
98.8178528,2668.082026,0,0,0,0,0,0,0,0
566.5202995,16995.60899,0,0,0,0,0,0,0,0
129.298287,2844.562314,0,0,0,0,0,0,0,0
200.5866506,601.7599518,0,0,0,0,0,0,0,0
289.7171796,3766.323335,0,0,0,0,0,0,0,0
992.7498098,17869.49658,0,1,0,0,0,0,0,0
540.9996818,12442.99268,0,0,1,0,0,0,0,0
314.0772256,3768.926707,0,0,0,0,0,0,0,0
854.1766719,20500.24013,0,0,0,0,0,0,0,0
279.9164251,2239.331401,0,0,0,0,0,0,0,0
40.85319545,367.6787591,0,0,0,0,0,0,0,0
865.5540299,20773.29672,0,2,0,0,0,0,0,0
529.6572068,7415.200895,0,0,0,0,0,0,0,0
213.5880344,0,0,0,0,0,0,0,0,0
306.6302428,306.6302428,0,0,1,0,0,0,0,0
10.13506361,212.8363358,0,0,0,0,0,0,0,0
952.2256378,12378.93329,0,0,0,0,0,0,0,0
17.78054896,444.513724,0,0,0,0,0,0,0,0
860.4399776,11185.71971,0,0,1,0,0,0,0,0
771.5095964,21602.2687,0,0,0,0,998,998,5,0
846.8021176,22016.85506,0,0,0,0,0,0,0,0
643.6216772,1287.243354,0,0,0,0,0,0,0,0
391.9220009,11365.73803,0,1,0,0,0,0,0,0
152.1042399,2585.772078,0,0,1,0,0,0,0,0
537.2434943,15580.06133,0,0,1,0,0,0,0,0
335.9331277,5038.996916,0,0,0,0,0,0,0,0
70.67558917,848.10707,0,0,0,0,0,0,0,0
98.47865958,492.3932979,0,0,1,0,0,0,0,0
232.9634214,6057.048956,0,5,0,0,0,0,0,0
873.5116077,24458.32502,0,0,0,0,0,0,0,0
102.6990951,2464.778282,0,0,0,0,0,0,0,0
631.3324317,18308.64052,0,0,0,0,0,0,0,0
966.1965966,3864.786386,0,0,0,0,0,0,0,0
683.7534873,5470.027898,0,0,0,0,0,0,0,0
350.7991929,8769.979823,0,0,0,0,0,0,0,0
250.8916656,0,0,0,0,0,0,0,0,0
412.7377337,11969.39428,0,0,0,0,0,0,0,0
411.9448641,5355.283233,0,0,0,0,0,0,0,0
225.9983545,3615.973672,0,0,0,0,0,0,0,0
472.2439703,472.2439703,0,0,0,0,0,0,0,0
613.2091268,4905.673014,0,0,0,0,0,0,0,0
497.1805126,11932.3323,0,1,0,0,0,0,0,0
409.4843345,1637.937338,0,0,1,0,0,0,0,0
39.77823661,716.008259,0,0,1,0,0,0,0,0
987.8902484,18769.91472,0,0,0,0,0,0,0,0
501.2647389,8521.500561,0,0,0,0,0,0,0,0
812.1777179,8933.954897,0,2,0,0,0,0,0,0
530.7618268,3184.570961,0,0,0,0,0,0,0,0
523.0975482,6277.170578,0,0,0,0,0,0,0,0
493.8413954,5926.096745,0,0,0,0,0,0,0,0
51.45765132,463.1188619,0,0,0,0,0,0,0,0
533.8957892,533.8957892,0,0,1,0,0,0,0,0
308.8789098,926.6367294,0,0,1,0,0,0,0,0
664.1686305,14611.70987,0,6,0,0,0,0,0,0
501.2381465,5513.619612,0,0,0,0,0,0,0,0
713.5427075,9276.055198,0,0,0,0,0,0,0,0
984.0674846,13776.94478,0,1,0,0,0,0,0,0
783.45947,3133.83788,0,0,0,0,0,0,0,0
310.0229388,7440.550531,0,1,0,0,0,0,0,0
21.52201828,559.5724753,0,0,0,0,0,0,0,0
534.0265611,11748.58434,0,0,0,0,0,0,0,0
47.28350856,1276.654731,0,0,0,0,0,0,0,0
469.8180639,11745.4516,0,0,0,0,0,0,0,0
164.6135871,164.6135871,0,0,0,0,0,0,0,0
930.4314472,27912.94342,0,0,0,0,0,0,0,0
718.558913,11496.94261,0,0,0,0,0,0,0,0
936.9469152,936.9469152,0,0,0,0,0,0,0,0
435.4489871,5225.387845,0,0,0,0,0,0,0,0
385.5979448,6940.763006,0,0,0,0,0,0,0,0
413.7246698,6619.594717,0,0,0,0,0,0,0,0
464.9235673,2324.617837,0,0,0,0,0,0,0,0
152.7989338,1527.989338,0,0,0,0,0,0,0,0
869.7311365,2609.19341,0,6,0,0,0,0,0,0
424.3075808,9334.766778,0,0,0,0,0,0,0,0
102.7535061,1746.809604,0,2,0,0,0,0,0,0
380.151067,4561.812804,0,0,0,0,0,0,0,0
228.9770447,228.9770447,0,0,1,0,0,0,0,0
186.8883948,0,0,0,0,0,0,0,0,0
86.3135636,776.8220724,0,2,0,0,0,0,0,0
149.0483188,2682.869738,0,3,0,0,0,0,0,0
62.22177101,1368.878962,0,0,0,0,0,0,0,0
671.2096235,14766.61172,0,5,0,0,0,0,0,0
491.0186802,8347.317563,0,0,0,0,0,0,0,0
994.1711113,0,0,0,0,0,0,0,0,0
645.07165,18062.0062,0,0,1,0,0,0,0,0
417.0427642,2919.299349,0,0,0,0,0,0,0,0
568.7886679,5119.098011,0,0,0,0,0,0,0,0
196.2136479,5297.768493,0,0,0,0,0,0,0,0
965.2433657,17374.38058,0,0,1,0,0,0,0,0
346.2256318,346.2256318,0,0,0,0,0,0,0,0
100.7469885,2417.927724,0,0,1,0,0,0,0,0
861.0102791,5166.061675,0,0,0,0,0,0,0,0
961.4787821,11537.74539,0,6,0,0,0,0,0,0
151.5412132,1666.953345,0,0,0,0,0,0,0,0
218.107283,3271.609245,0,6,0,0,0,0,0,0
152.9526931,1529.526931,0,0,0,0,0,0,0,0
665.5853612,5324.68289,0,0,0,0,0,0,0,0
648.8878082,3893.326849,0,0,0,0,0,0,0,0
770.6434466,10789.00825,0,0,1,0,0,0,0,0
781.9515906,14075.12863,0,0,0,0,0,0,0,0
104.6369234,2302.012315,0,0,0,0,0,0,0,0
214.2782276,3857.008097,0,0,0,0,0,0,0,0
23.60243627,0,0,0,0,0,0,0,0,0
642.6249223,14780.37321,0,0,0,0,718,175,5,0
851.2575795,5107.545477,0,6,0,0,0,0,0,0
119.3069239,2982.673098,0,0,0,0,0,0,0,0
310.5582843,4037.257696,0,1,0,0,0,0,0,0
110.007624,2640.182976,0,0,0,0,0,0,0,0
767.3412058,21485.55376,0,0,0,0,0,0,0,0
686.8247506,17857.44352,0,0,1,0,0,0,0,0
357.2455622,9288.384617,0,0,0,0,0,0,0,0
456.4103762,2282.051881,0,4,0,0,0,0,0,0
355.6947319,4624.031515,0,0,0,0,0,0,0,0
449.6412479,5845.336223,0,0,0,0,0,0,0,0
803.7360184,3214.944074,0,0,1,0,0,0,0,0
79.22762322,2376.828697,0,0,0,0,0,0,0,0
60.58778153,1575.28232,0,0,0,0,0,0,0,0
934.5224073,14952.35852,0,0,0,0,0,0,0,0
283.7282112,6809.477069,0,0,0,0,0,0,0,0
71.69631664,1649.015283,0,0,0,0,0,0,0,0
870.6978544,0,0,0,0,0,0,0,0,0
828.4100331,1656.820066,0,0,0,0,0,0,0,0
988.5677885,4942.838943,0,0,0,0,0,0,0,0
967.536767,27091.02948,0,0,0,0,0,0,0,0
77.48085986,697.3277387,0,0,0,0,0,0,0,0
974.2055622,4871.027811,0,0,0,0,0,0,0,0
334.0482992,6012.869386,0,6,0,0,0,0,0,0
782.9735627,10178.65632,0,1,0,0,0,0,0,0
868.6940641,13899.10503,0,0,0,0,0,0,0,0
890.8021377,26724.06413,0,0,0,0,0,0,0,0
240.5233089,6013.082723,0,0,0,0,0,0,0,0
239.6170444,958.4681776,0,0,0,0,0,0,0,0
902.3932677,18047.86535,0,0,0,0,0,0,0,0
900.7780755,21618.67381,0,0,0,0,0,0,0,0
938.9816626,10328.79829,0,0,0,0,0,0,0,0
321.6215418,3537.83696,0,0,0,0,0,0,0,0
209.8624028,1469.03682,0,0,1,0,0,0,0,0
971.2146688,4856.073344,0,0,0,0,0,0,0,0
326.5310733,9142.870052,0,0,0,0,0,0,0,0
634.608333,6346.08333,0,0,0,0,0,0,0,0
888.4625494,24876.95138,0,0,0,0,0,0,0,0
113.3466493,2606.972934,0,0,0,0,0,0,0,0
723.8189798,723.8189798,0,0,1,0,0,0,0,0
787.3743977,19684.35994,0,0,0,0,0,0,0,0
691.8998036,9686.59725,0,0,0,0,0,0,0,0
878.2324089,14929.95095,0,0,0,0,0,0,0,0
366.3829346,8426.807496,0,0,0,0,0,0,0,0
202.2090186,2022.090186,0,0,0,0,0,0,0,0
505.6010922,3539.207645,0,0,0,0,0,0,0,0
765.1264699,20658.41469,0,0,0,0,0,0,0,0
494.2425884,8896.366591,0,0,0,0,0,0,0,0
79.55197475,954.623697,0,0,0,0,0,0,0,0
912.3725339,23721.68588,0,2,0,0,0,0,0,0
139.6437436,3072.162359,0,0,0,0,0,0,0,0
67.969751,1631.274024,0,0,0,0,0,0,0,0
303.8787079,303.8787079,0,0,0,0,0,0,0,0
546.9941245,10939.88249,0,0,0,0,0,0,0,0
489.2737983,8806.928369,0,1,0,0,0,0,0,0
849.4673427,2548.402028,0,0,1,0,0,0,0,0
994.4646027,15911.43364,0,0,1,0,0,0,0,0
415.365899,5815.122586,0,0,1,0,0,0,0,0
904.350876,7234.807008,0,0,0,0,0,0,0,0
53.99449379,809.9174069,0,0,0,0,0,0,0,0
249.6092298,6489.839975,0,0,1,0,0,0,0,0
774.7047234,4648.22834,0,0,0,0,0,0,0,0
979.5274801,0,0,0,0,0,0,0,0,0
950.95113,16166.16921,0,0,0,0,0,0,0,0
533.0267792,12259.61592,0,0,0,0,0,0,0,0
15.61574905,343.5464791,0,0,0,0,0,0,0,0
779.9998753,13259.99788,0,0,0,0,0,0,0,0
